,Unnamed: 0,Volume,Last,Chg,% Chg
0,Quoin Pharmaceuticals Ltd. ADR (QNRX),8.0M,23.5,15.34,187.93
1,Safe & Green Holdings Corp. (SGBX),67.3M,6.07,2.83,87.19
2,Novonix Ltd. ADR (NVX),20.1M,3.3,1.14,52.42
3,Yunhong Green CTI Ltd. (YHGJ),2.7M,8.66,2.66,44.35
4,Top KingWin Ltd. (WAI),13.9M,4.13,1.07,34.97
5,Protagonist Therapeutics Inc. (PTGX),3.1M,89.61,22.57,33.67
6,Perspective Therapeutics Inc. (CATX),3.3M,5.14,1.28,33.2
7,Agroz Inc. (AGRZ),185.8K,5.63,1.37,32.16
8,One & One Green Technologies Inc. (YDDL),8.4M,6.85,1.43,26.38
9,ASP Isotopes Inc. (ASPI),13.7M,10.87,2.02,22.82
10,United States Antimony Corp. (UAMY),21.5M,13.31,2.43,22.33
11,Applied Digital Corp. (APLD),74.9M,35.42,6.13,20.93
12,Critical Metals Corp. (CRML),39.5M,17.74,3.03,20.6
13,Digi Power X Inc. (DGXX),2.4M,3.18,0.54,20.45
14,LEIFRAS Co. Ltd. ADR (LFS),6.4M,3.69,0.58,18.65
15,OneMedNet Corp. (ONMD),25.8M,3.14,0.47,17.6
16,SWK Holdings Corp. (SWKH),684.2K,16.82,2.42,16.81
17,Super League Enterprise Inc. (SLE),22.3M,4.15,0.59,16.57
18,Anfield Energy Inc. (AEC),568.1K,10.51,1.49,16.52
19,Gyre Therapeutics Inc. (GYRE),227.2K,8.28,1.13,15.8
20,USA Rare Earth Inc. (USAR),31.8M,35.8,4.74,15.24
21,Eightco Holdings Inc. (ORBS),11.4M,9.7,1.26,14.93
22,9F Inc. ADR (JFU),315.7K,4.82,0.62,14.76
23,MP Materials Corp. (MP),32.2M,82.72,10.43,14.42
24,Uranium Energy Corp. (UEC),19.9M,15.45,1.9,14.0
25,Nova Minerals Ltd. ADR (NVA),141.6K,25.16,3.05,13.79
26,Greenwave Technology Solutions Inc. (GWAV),64.5K,7.3,0.88,13.67
27,American Battery Technology Co. (ABAT),15.5M,7.07,0.83,13.3
28,American Resources Corp. (AREC),10.2M,4.58,0.54,13.24
29,Volato Group Inc. (SOAR),2.2M,2.48,0.29,13.24
30,Bitfarms Ltd. (BITF),146.0M,4.72,0.55,13.19
31,Skyline Builders Group Holding Ltd. Cl A (SKBL),566.1K,3.14,0.36,13.08
32,5E Advanced Materials Inc. (FEAM),192.1K,5.62,0.64,12.85
33,SES AI Corp. (SES),31.2M,3.36,0.38,12.75
34,NioCorp Developments Ltd. (NB),11.8M,11.03,1.19,12.08
35,YSX Tech. Co. Ltd. (YSXT),983.4K,2.3,0.24,11.65
36,MoonLake Immunotherapeutics (MLTX),5.4M,10.47,1.09,11.61
37,Orchestra BioMed Holdings Inc. (OBIO),391.9K,3.2,0.33,11.55
38,Oklo Inc. (OKLO),26.3M,153.93,15.8,11.44
39,ZenaTech Inc. (ZENA),4.0M,6.23,0.62,11.05
40,Q32 Bio Inc. (QTTB),917.6K,3.58,0.34,10.55
41,Perpetua Resources Corp. (PPTA),3.3M,26.38,2.44,10.19
42,Oil-Dri Corp. of America (ODC),52.4K,65.99,6.1,10.19
43,Kandal M Venture Ltd. Cl A (FMFC),425.6K,9.31,0.85,10.05
44,Navitas Semiconductor Corp. (NVTS),68.2M,8.78,0.78,9.75
45,Fermi Inc. (FRMI),4.3M,29.36,2.59,9.68
46,HCM II Acquisition Corp. Cl A (HOND),2.4M,19.81,1.74,9.63
47,Centrus Energy Corp. (LEU),1.6M,406.59,35.5,9.57
48,Energy Fuels Inc. (UUUU),28.9M,21.47,1.77,9.0
49,WhiteFiber Inc. (WYFI),1.3M,36.8,3.06,9.06
50,Sify Technologies Ltd. ADR (SIFY),196.8K,16.94,1.37,8.8
51,CPS Technologies Corp. (CPSH),562.5K,4.33,0.35,8.79
52,Fitell Corp. (FTEL),146.3K,4.92,0.38,8.37
53,Cantor Equity Partners II Inc. (CEPT),2.0M,11.71,0.88,8.13
54,Franklin Wireless Corp. (FKWL),57.3K,4.95,0.37,8.08
55,AC Immune S.A. (ACIU),303.2K,3.75,0.27,7.76
56,BigBear.ai Holdings Inc. (BBAI),160.2M,8.06,0.57,7.68
57,Atlas Lithium Corp. (ATLX),904.9K,6.38,0.46,7.67
58,Tharimmune Inc. (THAR),305.2K,3.4,0.24,7.59
59,Duos Technologies Group Inc. (DUOT),311.0K,9.12,0.62,7.29
60,Zymeworks Inc. (ZYME),473.8K,18.15,1.23,7.27
61,Monte Rosa Therapeutics Inc. (GLUE),3.9M,9.07,0.61,7.21
62,Mineralys Therapeutics Inc. (MLYS),643.0K,42.18,2.79,7.08
63,Denison Mines Corp. (DNN),80.2M,3.02,0.19,6.72
64,Flux Power Holdings Inc. (FLUX),973.5K,6.34,0.4,6.73
65,Idaho Strategic Resources Inc. (IDR),733.5K,44.1,2.75,6.65
66,Elastic N.V. (ESTC),2.6M,86.95,5.4,6.62
67,Virgin Galactic Holdings Inc. (SPCE),8.5M,4.33,0.27,6.62
68,Compass Diversified Holdings (CODI),4.4M,7.83,0.48,6.55
69,Talkspace Inc. (TALK),3.4M,3.1,0.19,6.46
70,National Energy Services Reunited Corp. (NESR),1.1M,10.66,0.63,6.23
71,TryHard Holdings Ltd. (THH),664.1K,7.64,0.45,6.18
72,Snow Lake Resources Ltd. (LITM),1.3M,4.85,0.28,6.13
73,Intelligent Protection Management Corp. (IPM),67.1K,2.15,0.12,5.91
74,ChowChow Cloud International Holdings Ltd. (CHOW),507.0K,6.47,0.36,5.89
75,Churchill Capital Corp. X Cl A (CCCX),11.0M,22.83,1.24,5.74
76,Bon Natural Life Ltd. (BON),164.2K,2.22,0.12,5.7
77,N2OFF Inc. (NITO),145.7K,4.52,0.24,5.51
78,Olema Pharmaceuticals Inc. (OLMA),639.2K,11.26,0.58,5.43
79,Syntec Optics Holdings Inc. Cl A (OPTX),429.4K,2.17,0.1,5.07
80,CCH Holdings Ltd. (CCHH),330.7K,4.4,0.21,5.01
81,Core Scientific Inc. (CORZ),20.3M,18.93,0.9,4.96
82,Abivax S.A. ADR (ABVX),1.2M,95.02,4.42,4.87
83,Ategrity Specialty Insurance Co. Holdings (ASIC),124.9K,17.17,0.79,4.82
84,TeraWulf Inc. (WULF),49.8M,14.23,0.64,4.71
85,Aeva Technologies Inc. (AEVA),1.7M,16.91,0.74,4.58
86,Standard Lithium Ltd. (SLI),4.0M,4.61,0.2,4.46
87,Tenaya Therapeutics Inc. (TNYA),7.1M,2.11,0.09,4.46
88,Manchester United Ltd. Cl A (MANU),325.7K,16.41,0.69,4.38
89,Surf Air Mobility Inc. (SRFM),5.3M,5.62,0.23,4.36
90,VisionSys AI Inc. ADR (VSA),108.5K,2.9,0.12,4.32
91,Cipher Mining Inc. (CIFR),44.9M,18.76,0.78,4.31
92,Aduro Clean Technologies Inc. (ADUR),218.6K,16.52,0.68,4.29
93,U.S. Gold Corp. (USAU),221.7K,18.02,0.74,4.28
94,QuantumScape Corp. Cl A (QS),49.2M,15.63,0.64,4.27
95,Innovation Beverage Group Ltd. (IBG),58.9K,3.14,0.13,4.15
96,Rocket Lab Corp. (RKLB),26.6M,69.15,2.73,4.11
97,Microvast Holdings Inc. (MVST),11.2M,4.72,0.18,4.07
98,C1 Fund Inc. (CFND),80.0K,8.43,0.33,4.07
99,NexGen Energy Ltd. (NXE),8.0M,9.12,0.35,4.05
